"Story","Title","Result","Date","Stability","Duration (s)"
"Cristian will perform the automation challenge proposed by bancolombia.","Automate the proposed scenario for technical testing","ERROR","2024-02-03T00:15:41.7582238-05:00[America/Bogota]","0.0","101.04"
