"Story","Title","Result","Date","Stability","Duration (s)"
"Cristian will perform the automation challenge proposed by bancolombia.","Automate the proposed scenario for technical testing","ERROR","2024-02-02T23:56:14.7051104-05:00[America/Bogota]","0.0","35.54"
