"Story","Title","Result","Date","Stability","Duration (s)"
"Cristian will perform the automation challenge proposed by bancolombia.","Automate the proposed scenario for technical testing","ERROR","2024-02-02T22:22:45.4391737-05:00[America/Bogota]","0.0","59.02"
