"Story","Title","Result","Date","Stability","Duration (s)"
"Cristian will perform the automation challenge proposed by bancolombia.","Automate the proposed scenario for technical testing","ERROR","2024-02-02T23:20:43.6571861-05:00[America/Bogota]","0.0","32.21"
