"Story","Title","Result","Date","Stability","Duration (s)"
"Cristian will perform the automation challenge proposed by bancolombia.","Automate the proposed scenario for technical testing","SUCCESS","2024-02-03T00:23:07.2547392-05:00[America/Bogota]","0.0","83.48"
