"Story","Title","Result","Date","Stability","Duration (s)"
"Cristian will perform the automation challenge proposed by bancolombia.","Automate the proposed scenario for technical testing","PENDING","2024-02-02T20:50:45.4582948-05:00[America/Bogota]","0.0","9.63"
