"Story","Title","Result","Date","Stability","Duration (s)"
"Cristian will perform the automation challenge proposed by bancolombia.","Automate the proposed scenario for technical testing","PENDING","2024-02-02T20:51:53.5793641-05:00[America/Bogota]","0.0","11.68"
